MSOA,population,males,females,children,youth,elderly
E02004608,9906,4754,5165,266,1561,2335
E02004609,7159,3591,3558,362,700,2072
E02004610,7583,3684,3891,233,912,2445
E02004611,12204,5981,6223,647,1221,2822
E02004612,9335,4494,4849,433,864,2756
E02004613,6386,3103,3288,253,588,2129
E02004614,5561,2598,2962,309,427,1772
E02004615,8698,4128,4567,323,640,3500
E02004616,10012,4758,5254,433,783,3623
E02004617,9508,4563,4945,441,804,2958
E02004618,7266,3555,3711,269,739,2409
E02004619,7195,3536,3654,271,593,2623
E02004620,8407,4091,4320,413,893,2275
E02004621,6127,2864,3270,234,784,2138
E02004622,7511,3652,3866,384,925,2036
E02004623,9266,4522,4736,438,779,3146
E02004624,6583,3173,3411,290,560,2120
E02004625,10260,4940,5324,522,850,3343
E02004626,9965,4739,5228,339,1781,3310
E02004627,6374,3068,3307,345,584,2038
E02004628,7909,3843,4062,390,770,2501
E02004629,12968,6431,6535,645,1225,3713
E02004630,6589,3230,3356,250,622,2385
E02004631,5106,2493,2611,174,415,1982
E02004632,10862,5301,5557,513,1021,3482
E02004633,8323,4064,4258,356,776,2809
E02004634,11302,5518,5790,604,1112,3390
E02004635,7621,3886,3744,366,778,2445
E02004636,7862,3897,3964,360,871,2296
E02004637,9330,4700,4637,411,1430,2276
E02004638,5906,2928,2979,323,621,1561
E02004639,11551,5977,5575,569,2112,2121
E02004640,8615,4369,4245,616,1224,1276
E02004641,7380,3528,3854,294,638,2699
E02004642,12104,6026,6071,620,1451,2620
E02004643,8242,4021,4223,514,1098,1334
E02004644,9148,4483,4663,531,1097,1866
E02004645,9066,4452,4610,447,856,2453
E02004646,9219,4556,4667,603,953,2136
E02004647,6174,3011,3159,299,681,1866
E02004648,5683,2748,2921,259,509,1979
E02004649,7315,3568,3750,447,848,1280
E02004650,14829,7250,7575,1170,1726,1959
E02004651,11166,5508,5655,750,1108,2240
E02004652,6672,3217,3445,212,509,2758
E02004653,7796,3833,3972,390,705,2412
E02004654,11499,5642,5865,521,1155,3393
E02004655,8067,3984,4080,369,903,2226
E02004656,11342,5530,5806,533,1163,2964
E02004657,6727,3286,3452,262,625,2014
E02004658,6291,3080,3206,255,622,1885
E02004659,7125,3444,3691,328,618,2465
E02004660,6678,3200,3476,225,536,2670
E02004661,8523,4174,4346,411,701,2853
E02004662,6569,3217,3349,322,580,2046
E02004663,6492,3133,3361,264,539,2128
E02004664,7463,3719,3744,442,703,1882
E02004665,8686,4263,4427,361,842,2769
E02004666,12081,5984,6107,665,1239,2717
E02004667,10666,5187,5475,520,918,3583
E02004668,9107,4314,4784,414,650,3529
E02004669,7495,3664,3837,347,629,2594
E02004671,7136,3536,3599,372,633,2289
E02004672,12348,6031,6312,655,1182,3374
E02004673,7765,3752,4010,515,706,2168
E02004674,12252,5964,6282,800,1226,2654
E02004675,7721,3810,3914,420,728,2043
E02004676,7995,3930,4056,348,713,2544
E02004677,7565,3738,3828,317,707,2207
E02004678,7578,3737,3839,347,719,2307
E02004679,11109,5438,5675,755,997,2422
E02004680,7850,3907,3940,498,722,1408
E02004681,14923,7310,7618,1116,1635,2009
E02004682,8337,4164,4171,473,847,1658
E02004683,8154,4089,4068,542,912,1533
E02004684,11377,5568,5799,797,1216,1796
E02004685,7888,4120,3774,385,872,1446
E02004686,8830,4443,4392,532,920,1535
E02004687,7691,3779,3910,521,856,1308
E02004688,7850,3874,3972,469,798,1820
E02004689,5689,2751,2937,239,471,2104
E02004690,8119,4041,4084,404,865,1898
E02004691,7950,3867,4085,322,688,2765
E02004692,7236,3562,3670,257,612,2697
E02004693,7451,3684,3766,454,772,1481
E02004694,7538,3728,3811,433,643,2089
E02004695,8756,4369,4382,475,1000,1273
E02004696,7542,3735,3809,446,625,2056
E02004697,6838,3271,3563,302,689,2057
E02004698,6608,3193,3409,425,673,1618
E02004699,10714,5212,5501,461,1037,3376
E02004700,6908,3426,3478,586,694,1027
E02004702,8018,3972,4046,455,813,1960
E02004703,12611,6146,6465,508,1177,4206
E02004704,6202,3070,3131,276,595,1798
E02004705,9770,4652,5111,445,982,2767
E02004706,7617,3679,3939,305,722,2521
E02004707,11210,5433,5769,411,1204,3810
E02004708,9621,4531,5094,522,941,2701
E02004709,8741,4240,4504,449,790,2639
E02004710,6552,3210,3339,292,667,2066
E02004712,8766,4283,4480,319,818,2789
E02004713,8029,3921,4111,405,690,2474
E02004714,7511,3613,3903,315,660,2533
E02004715,9047,4494,4544,575,834,2177
E02004716,8749,4324,4429,502,815,2325
E02004717,12984,6358,6633,918,1450,2164
E02004718,8691,4317,4375,512,1006,1544
E02004719,11531,5688,5842,676,1200,2998
E02004720,11318,5482,5836,488,1014,3588
E02004721,11782,5716,6065,855,1250,1587
E02004722,7016,3379,3631,340,643,2138
E02004723,9862,4757,5102,515,957,2885
E02004724,9670,4794,4877,632,967,2033
E02004725,5448,2641,2802,227,479,1743
E02004726,6034,2929,3106,316,539,1751
E02004727,10254,5045,5215,552,1016,2105
E02004728,9094,4402,4697,471,944,2448
E02004729,7248,3509,3733,355,728,2049
E02004730,8678,4232,4444,350,765,3071
E02004731,7577,3706,3875,322,741,2466
E02004732,8844,4246,4593,420,808,2730
E02004733,8015,3904,4116,386,712,2389
E02004734,10111,4918,5194,431,973,3081
E02004735,7478,3627,3860,326,525,2837
E02004736,8113,3990,4118,317,655,2918
E02004737,7574,3703,3875,459,776,1807
E02004738,7212,3499,3710,292,645,2405
E02004739,7222,3626,3596,220,1001,2835
E02004740,7093,3397,3700,256,547,2873
E02004741,7498,3665,3827,314,784,2314
E02004742,7054,3420,3636,351,655,2244
E02004743,7314,3585,3729,387,716,1951
E02004744,9813,4812,5004,875,1254,1234
E02004745,8510,4240,4273,482,935,1908
E02004746,11107,5359,5751,432,1042,3885
E02004747,6247,3092,3158,312,593,1753
E02004748,9398,4610,4783,548,1013,2327
E02004749,7178,3423,3758,248,637,2727
E02004750,7837,3919,3929,290,833,2599
E02004751,8429,4059,4379,415,842,2589
E02004752,7953,3953,4000,373,790,2267
E02004753,11516,6067,5448,527,1674,2802
E02004754,7159,3392,3774,341,581,2183
E02004755,12170,5990,6179,653,1223,2327
E02004756,9657,4808,4846,578,959,2153
E02004757,7893,3905,3988,294,737,2594
E02004758,9155,4498,4657,437,832,2406
E02004759,8228,3986,4237,400,760,2260
E02004760,10723,5187,5535,760,962,2098
E02004761,6520,3298,3222,378,753,1642
E02004764,8176,3979,4191,297,765,3126
E02004765,6041,2953,3093,251,572,1955
E02004766,7112,3418,3701,376,795,1968
E02004767,5820,2790,3028,383,697,1161
E02004768,5375,2581,2795,307,585,1391
E02004769,6387,3061,3323,473,753,1163
E02004770,6850,3319,3527,456,759,1442
E02004771,8969,4292,4672,598,1066,1858
E02004772,9341,4570,4765,407,922,2924
E02004774,10275,4887,5383,421,812,4154
E02004775,10312,4961,5358,502,1007,3187
E02004776,5948,2862,3084,162,496,2710
E02004777,5258,2496,2759,189,392,2415
E02004778,6185,2966,3216,212,447,2803
E02004779,10922,5276,5653,415,898,4195
E02004780,5875,2820,3061,319,578,1688
E02004781,8010,3892,4113,397,817,1970
E02004782,7735,3765,3969,398,779,2198
E02004783,7036,3450,3587,359,687,1820
E02004784,5644,2786,2861,183,487,2283
E02004785,5493,2677,2820,140,429,2247
E02004786,8248,4014,4230,430,807,2092
E02004787,7277,3482,3787,288,546,3059
E02004788,7225,3571,3652,265,725,2469
E02004789,10437,5014,5419,527,1029,3270
E02004790,8109,3810,4303,432,772,2501
E02004791,5559,2712,2841,291,625,1431
E02004792,8457,4185,4277,386,633,3250
E02004793,7394,3537,3856,237,579,3118
E02004794,6890,3309,3584,239,621,2641
E02004795,8517,4080,4431,273,700,3542
E02004796,9631,4594,5038,318,784,4312
E02004797,8124,3902,4222,391,739,2572
E02004798,6142,2959,3191,285,622,1816
E02004799,7947,3693,4246,333,626,3343
E02004800,7406,3411,3988,134,408,4401
E02004801,7736,3608,4118,189,421,4199
E02004802,6751,3272,3474,361,706,1601
E02004803,7492,3650,3841,411,853,1397
E02004804,7155,3572,3574,378,742,1726
E02004805,8570,4281,4290,460,871,2154
E02004806,8037,3994,4037,483,806,1718
E02004807,9462,4626,4835,591,891,2104
E02004808,12120,6384,5744,758,1414,1869
E02004809,10919,5608,5307,1075,1305,1180
E02004810,8082,4003,4081,553,852,1297
E02004811,7975,3993,3983,407,808,2084
E02004812,6742,3385,3344,359,706,1538
E02004813,6463,3116,3341,361,708,1470
E02004814,7043,3444,3599,301,687,1944
E02004815,7372,3602,3770,437,926,1126
E02004817,7492,3652,3838,341,772,1917
E02004818,10240,5167,5075,428,986,2957
E02004819,7796,3868,3930,324,752,2195
E02004820,7289,3643,3647,362,657,2042
E02004821,5229,2570,2658,205,363,1896
E02004822,8029,3958,4062,349,658,2751
E02004823,8659,4140,4517,434,698,2947
E02004824,5857,2668,3186,194,472,2491
E02004825,10898,5320,5576,491,884,3699
E02004826,9766,4728,5034,591,874,2840
E02004827,7359,3600,3761,369,734,1673
E02004828,7250,3536,3707,337,723,2284
E02004829,5918,2917,3003,363,486,1619
E02004830,6946,3433,3509,336,716,1907
E02004831,10491,5196,5288,533,1292,2849
E02004832,8480,4018,4458,263,803,3157
E02004833,10079,4919,5163,461,1854,2299
E02004834,7645,3528,4114,362,1343,1710
E02004835,10702,5451,5245,398,2205,2414
E02004836,6764,3064,3701,228,2721,978
E02004837,8233,3984,4248,348,1008,2286
E02004838,9751,4750,5001,478,846,2878
E02004839,8962,4376,4587,407,802,3012
E02004840,10205,4887,5316,524,926,3269
E02004841,11746,5845,5899,630,1182,2816
E02004842,11543,5699,5840,707,1178,3055
E02004843,7232,3533,3707,346,866,2013
E02004844,7456,3605,3850,418,888,1498
E02004845,7897,3883,4018,481,746,1952
E02004846,6400,3128,3271,282,676,1903
E02004847,10354,4914,5446,748,1041,2086
E02004848,7722,3745,3976,450,844,1748
E02004849,6853,3357,3498,400,751,1823
E02004850,7449,3644,3807,449,752,1712
E02004851,5940,2806,3129,325,635,1449
E02004852,8072,3859,4208,505,824,1787
E02004853,6987,3319,3666,442,795,1591
E02004854,8076,3872,4205,480,875,1787
E02004855,8578,4220,4363,609,988,1364
E02004856,5794,2925,2876,331,514,1436
E02004857,6042,2877,3165,305,679,1610
E02004858,5025,2432,2591,300,567,1213
E02004859,5313,2600,2715,245,449,1633
E02004860,5835,2871,2959,485,571,1037
E02004861,5530,2651,2884,231,442,1935
E02004862,7777,3910,3877,477,784,1789
E02004863,7937,3884,4051,581,792,1522
E02004864,6370,3101,3272,326,455,1818
E02004865,5514,2672,2834,330,577,1177
E02004866,6769,3217,3551,429,686,1544
E02004867,6534,3160,3380,426,572,1534
E02004868,7798,3710,4087,726,720,1448
E02004869,5874,2829,3047,345,549,1305
E02004870,11615,5715,5899,799,1212,2145
E02004871,5028,2409,2613,295,521,1133
E02004872,7428,3620,3802,424,723,2080
E02004873,11666,5761,5895,772,1067,2359
E02004874,5998,2954,3043,357,596,1335
E02004875,10445,5098,5341,709,1196,1864
E02004876,9496,5173,4329,386,933,2621
E02004877,5290,2549,2742,304,540,1497
E02004878,9320,4593,4726,608,875,2394
E02004880,10827,5360,5473,625,1112,2403
E02004881,6869,3353,3516,385,678,1589
E02004882,8464,4117,4336,404,1064,1708
E02004883,6248,3081,3168,327,647,1644
E02004884,10371,5026,5342,557,1122,2101
E02004885,8581,4261,4323,403,960,1892
E02004886,6661,3270,3387,377,620,1778
E02004887,7527,3724,3805,349,748,2258
E02004888,8740,4295,4453,441,824,2588
E02004889,11238,5374,5859,657,1027,2659
E02004890,8393,4078,4311,442,741,2072
E02004891,7903,3826,4071,467,647,2085
E02004892,5912,2884,3030,451,590,1155
E02004893,5977,2964,3013,400,637,936
E02004894,9634,4699,4933,575,850,2143
E02004895,9387,4569,4818,447,1249,2411
E02004896,7977,3789,4195,355,831,2600
E02004897,6808,3259,3549,309,860,1755
E02004898,7752,3633,4116,411,912,1949
E02004899,5391,2546,2846,277,584,1319
E02004900,8182,4034,4156,377,876,2247
E02004901,10214,4922,5289,723,1142,1735
E02004902,8128,3939,4189,582,866,1507
E02004903,7513,3583,3925,474,864,1436
E02004904,6869,3349,3522,483,729,1210
E02004905,6540,3187,3357,304,681,1665
E02004906,11111,5446,5669,824,1099,1876
E02004907,10773,5100,5675,634,1120,2660
E02004908,10554,5011,5539,551,987,3175
E02004909,5811,2925,2889,398,544,1289
E02004910,11632,5713,5921,770,1003,3071
E02004911,6805,3261,3546,391,632,1713
E02004912,10613,5165,5449,494,1082,2654
E02004914,8075,3893,4179,525,788,1695
E02004915,5634,2736,2897,312,589,1271
E02004916,7418,3536,3880,338,735,2264
E02004917,6393,3091,3299,334,644,1922
E02004918,8159,4043,4119,538,731,1399
E02004919,7709,3730,3977,445,688,1667
E02004920,11483,5510,5976,578,1008,3106
E02004921,7869,3807,4062,444,713,1906
E02004922,10135,4947,5188,533,966,2911
E02004923,10380,5015,5374,534,912,3155
E02004924,7732,3781,3945,389,731,1611
E02004925,7877,3907,3972,435,807,1547
E02004926,8099,3919,4183,430,659,2055
E02004927,6715,3200,3516,375,636,1858
E02004928,6871,3389,3485,411,625,1866
E02004929,6402,3068,3337,358,576,1920
E02004930,7001,3382,3618,395,733,1661
E02004931,6973,3437,3540,351,714,1589
E02004932,7745,3638,4107,481,834,1439
E02004933,6943,3363,3576,407,712,1503
E02004934,7804,3887,3916,543,692,1219
E02004935,9050,4540,4507,634,653,1273
E02004936,6538,3196,3346,389,636,1055
E02004937,7292,3560,3734,377,598,2184
E02004939,6684,3269,3416,411,609,1488
E02004940,7713,3733,3977,614,747,1384
E02004941,9806,4747,5062,566,1089,2052
E02004942,6432,3160,3278,339,626,1804
E02004943,8219,4007,4218,405,748,2571
E02004944,8142,4042,4095,622,1001,1202
E02004945,12232,6032,6201,725,1244,2636
E02004946,6424,3185,3239,385,684,1358
E02004948,6077,2949,3129,375,596,1469
E02004949,8801,4373,4425,516,928,2017
E02004950,6826,3265,3564,444,733,1343
E02004951,8054,3976,4077,574,936,1368
E02004952,6882,3372,3507,386,709,1487
E02004953,6473,3207,3267,383,715,1191
E02004954,7127,3551,3575,474,760,1491
E02004955,6020,2994,3023,374,603,1433
E02004956,9035,4420,4614,446,922,2327
E02004957,10818,5266,5553,716,1122,2025
E02004958,7854,3813,4045,372,805,2147
E02004959,6181,2940,3236,211,628,1870
E02004960,5710,2748,2959,231,644,1523
E02004961,9712,4753,4954,571,1005,2331
E02004962,9025,4422,4601,514,911,1967
E02004963,7561,3708,3858,435,893,1507
E02004964,5745,2777,2972,361,566,1258
E02004965,6951,3347,3599,363,702,1976
E02004966,7298,3655,3642,338,680,2180
E02004967,7884,3800,4077,560,877,1298
E02004968,7707,3690,4008,512,833,1500
E02004969,7255,3572,3681,398,785,1558
E02004970,8397,4001,4403,521,902,1687
E02004971,8665,4254,4410,524,1073,1362
E02004972,6176,3050,3123,358,594,1437
E02004973,8701,4443,4258,659,908,948
E02004974,9071,4432,4636,570,770,1996
E02004975,8228,4066,4170,410,947,1822
E02004976,11411,5768,5643,812,1075,1219
E02004977,9158,4633,4537,623,1054,1016
E02004978,10298,4954,5333,703,1188,1387
E02004979,7181,3500,3681,436,744,1591
E02004980,6202,3063,3146,226,625,1999
E02004981,8138,3948,4186,466,798,1927
E02004982,5969,2874,3103,365,603,1495
E02004983,6120,2967,3152,380,604,1442
E02004984,6291,3121,3166,352,524,1736
E02004985,6925,3288,3655,312,637,2188
E02004986,8789,4267,4523,615,987,1148
E02004987,7792,3825,3966,575,805,1400
E02004988,7852,3831,4021,556,865,1369
E02004989,12552,6265,6284,562,3911,1596
E02004990,7283,3704,3581,419,861,1584
E02004991,8231,4227,4005,556,1515,1108
E02004992,10402,5184,5222,469,3874,1101
E02004994,6151,2976,3177,269,740,1757
E02004995,5642,2759,2883,254,610,1800
E02004996,8428,4022,4404,398,781,2331
E02004997,8195,3956,4240,304,739,2849
E02004998,6802,3287,3517,310,729,1958
E02005000,12108,6039,6073,826,1511,1930
E02005001,9562,4661,4907,545,971,2450
E02005002,10038,4870,5172,730,1026,1982
E02005003,9246,4504,4751,664,1194,1488
E02005004,11805,5829,5975,726,1418,1947
E02005005,10396,5165,5231,693,917,2691
E02005006,6210,3007,3201,279,553,2130
E02005007,9366,4601,4763,497,919,2744
E02005008,8769,4073,4685,369,776,3690
E02005009,5954,2874,3083,242,552,2080
E02005010,7592,3624,3969,425,800,2240
E02005011,7484,3524,3963,239,629,3372
E02005012,8967,4316,4640,413,1043,2874
E02005013,8212,3963,4252,313,803,2970
E02005014,8431,4004,4427,258,689,3660
E02005015,9640,4705,4941,580,1011,2624
E02005016,7809,3729,4089,327,762,2567
E02005017,6636,3152,3486,286,563,2070
E02005018,8728,4240,4490,349,802,3032
E02005019,6525,3155,3378,321,638,2005
E02005020,7521,3594,3931,405,834,2131
E02005021,11032,5343,5690,266,5054,2191
E02005022,8064,3991,4072,319,3035,1312
E02005023,9731,4647,5081,542,2980,1233
E02005025,9898,4497,5404,333,3033,2108
E02005026,8079,3892,4192,434,818,2088
E02005027,5515,2612,2909,218,547,1935
E02005028,14368,7014,7351,1469,1303,1335
E02005029,14926,7366,7552,1519,1330,1430
E02005030,12206,5982,6219,841,1291,1786
E02005031,8137,4010,4127,591,898,1306
E02005032,9724,4891,4837,730,975,1440
E02005033,7603,3688,3918,509,727,1261
E02005034,7726,3822,3905,387,910,1908
E02005035,8539,4151,4388,515,925,1847
E02005036,6736,3251,3486,426,787,1231
E02005037,7086,3420,3667,312,798,2138
E02005038,5998,2887,3111,276,618,1812
E02005039,6873,3361,3508,410,678,1746
E02005040,6830,3309,3520,296,626,2377
E02005041,7244,3566,3681,272,680,2464
E02005042,8922,4338,4582,311,823,3455
E02005043,7131,3331,3798,248,615,2665
E02005044,6055,2969,3087,167,436,2495
E02005045,9355,4557,4795,534,917,2549
E02005046,8965,4298,4669,666,923,1804
E02005047,7714,3606,4112,332,719,2680
E02005048,6594,3230,3361,233,562,2520
E02005049,6928,3362,3571,191,473,3339
E02005050,9698,4759,4945,475,867,3205
E02005051,13603,6628,6974,862,1673,2436
E02005052,8352,4261,4093,477,998,2108
E02005053,9156,4576,4583,636,1128,1815
E02005054,6686,3315,3370,260,557,2487
E02005055,8397,4071,4320,720,905,1136
E02005056,10158,5205,4959,713,1162,1769
E02005057,11589,5685,5893,841,1342,1955
E02005058,8004,3860,4146,585,874,1504
E02005059,9647,4772,4870,527,1058,2371
E02005060,8642,4161,4479,563,961,1915
E02005061,7497,3650,3847,422,953,1616
E02005062,7085,3476,3613,400,785,1774
E02005063,7324,3562,3761,452,769,1734
E02005064,6563,3172,3391,266,693,2217
E02005065,8308,3945,4370,538,992,1552
E02005066,7747,3755,3995,324,728,2768
E02005067,5930,2932,3001,242,589,1838
E02005068,7173,3600,3580,386,707,1714
E02005069,9086,4510,4578,510,914,2283
E02005070,9758,4696,5062,476,859,3221
E02005071,12297,6733,5561,748,1595,1702
E02005072,8042,3915,4124,383,723,2392
E02005073,12367,6354,6004,802,1417,1961
E02005074,8030,3874,4159,364,733,2653
E02005075,11057,5411,5649,699,1222,1967
E02005076,10012,4928,5088,697,1122,1545
E02005077,8102,3989,4114,410,908,1965
E02005078,9763,4808,4952,504,873,3187
E02005079,9052,4438,4612,494,836,2655
E02005080,12184,5801,6370,994,1271,2417
E02005081,6967,3411,3561,311,612,2478
E02005082,11976,5901,6071,866,1095,2848
E02005083,7847,3852,3997,444,719,2269
E02005084,7503,3621,3893,402,680,2245
E02005085,7881,3896,3984,562,760,2008
E02005086,6696,3243,3450,337,721,1919
E02005087,7141,3401,3735,378,632,2195
E02005088,9912,4698,5217,652,1135,2223
E02005089,6857,3312,3547,451,614,1804
E02005090,5932,2827,3106,255,608,2317
E02005091,6770,3263,3501,342,644,2111
E02005093,6018,2954,3068,249,543,2237
E02005094,9730,4741,4993,603,825,2391
E02005095,7562,3671,3896,374,701,2204
E02005096,9859,4779,5073,620,845,2205
E02005097,9635,4731,4908,561,948,2267
E02005098,10104,4868,5241,450,1134,2722
E02005099,7963,3860,4105,453,722,2327
E02005100,9883,4734,5149,643,906,2533
E02005101,7070,3469,3605,331,659,2041
E02005102,6092,2934,3156,197,434,2590
E02005103,10084,4908,5175,519,1124,2310
E02005104,7995,3826,4168,416,859,2167
E02005105,7655,3726,3928,520,903,1345
E02005106,10006,4818,5184,585,1033,2233
E02005107,13098,6540,6561,678,1499,3820
E02005109,6686,3152,3540,196,495,3144
E02005110,7113,3496,3611,326,582,2570
E02005111,7182,3377,3795,250,516,3135
E02005112,7055,3438,3617,237,584,2971
E02005113,7256,3508,3743,274,586,3012
E02005114,6339,3183,3159,265,572,2240
E02005115,6706,3323,3384,628,843,1060
E02005116,6547,3137,3405,453,812,1391
E02005117,6583,3265,3317,251,557,2375
E02005118,10853,5282,5571,676,1165,2469
E02005119,6575,3232,3341,387,674,1830
E02005120,9632,5922,3711,344,959,2670
E02005121,14037,6946,7092,942,1660,2373
E02005122,7809,3774,4031,471,782,2207
E02005123,12757,6275,6479,851,1377,2761
E02005124,8821,4248,4575,598,1102,1770
E02005125,8545,4224,4330,595,830,1823
E02005126,8163,3983,4183,444,833,2400
E02005127,8888,4333,4551,370,1014,2595
E02005128,8974,4302,4665,508,930,2455
E02005129,11462,5485,5979,594,1119,3205
E02005130,9529,4753,4766,538,925,2601
E02005131,5802,2825,2975,247,560,1865
E02005132,10634,5163,5470,924,1141,2065
E02005133,8642,4082,4556,307,660,3631
E02005134,7994,3925,4072,560,882,1395
E02005135,7878,3806,4072,511,830,1756
E02005136,8048,3883,4165,368,813,2426
E02005137,7721,3639,4081,471,831,1778
